id,name,year,duration,genre,actors
2754,Aftermath,2014,92 min,"Horror, Sci-Fi, Thriller","C.J. Thomason,Monica Keena,Edward Furlong,Andre Royo"
2755,Akira,,,"Action, Drama, Mystery",
2756,Brave New World,1980,180 min,"Drama, Sci-Fi","Julie Cobb,Bud Cort,Keir Dullea,Ron O'Neal"
2757,4:44 Last Day on Earth,2011,82 min,"Drama, Fantasy, Sci-Fi","Willem Dafoe,Shanyn Leigh,Natasha Lyonne,Paul Hipp"
2758,Dinotopia,"2002,2003",60 min,"Adventure, Family, Fantasy","Erik von Detten,Shiloh Strong,Zoltan Papp,Omid Djalili"
2759,Human Kind Of,2018,,"Animation, Comedy, Sci-Fi","Michelle Trachtenberg,Kate Berlant,Zak Orth,Jill Talley"
2760,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,78 min,"Animation, Action, Adventure","Vincent Martella,Ashley Tisdale,Thomas Brodie-Sangster,Caroline Rhea"
2761,Zombie 3,1988,84 min,"Action, Horror, Sci-Fi","Deran Sarafian,Beatrice Ring,Ottaviano Dell'Acqua,Massimo Vanni"
2762,Godzilla 2000,1999,99 min,"Action, Adventure, Drama","Takehiro Murata,Hiroshi Abe,Naomi Nishida,Mayu Suzuki"
2763,Hover,2018,86 min,Sci-Fi,"Cleopatra Coleman,Shane Coffey,Craig muMs Grant,Fabianne Therese"
2764,Twilight Zone: Rod Serling's Lost Classics,1994,89 min,"Fantasy, Horror, Thriller","James Earl Jones,Amy Irving,Gary Cole,Patrick Bergin"
2765,Skinwalker Ranch,2013,86 min,"Horror, Mystery, Sci-Fi","Britani Bateman Underwood,Taylor Bateman,Steve Berg,Michael Black"
2766,Brian and Charles,2017,,"Short, Comedy, Sci-Fi","David Earl,Chris Hayward"
2767,Gor,1987,94 min,"Action, Adventure, Fantasy","Urbano Barberini,Rebecca Ferratti,Jack Palance,Paul L. Smith"
2768,Scooby-Doo! And Kiss: Rock and Roll Mystery,2015,72 min,"Animation, Comedy, Family","Frank Welker,Mindy Cohn,Grey Griffin,Matthew Lillard"
2769,Stitch! The Movie,2003,60 min,"Animation, Adventure, Comedy","Daveigh Chase,Chris Sanders,Tia Carrere,David Ogden Stiers"
2770,The Terminal Man,1974,107 min,"Horror, Sci-Fi, Thriller","George Segal,Joan Hackett,Richard Dysart,Donald Moffat"
2771,Hyperspace,1984,90 min,"Sci-Fi, Comedy","Alan Marx,Paula Poundstone,Chris Elliott,Robert Bloodworth"
2772,The Original Ghostbusters,"1986,1987",25 min,"Animation, Adventure, Comedy","Pat Fraley,Peter Cullen,Alan Oppenheimer,Linda Gary"
2773,The Devil's Tomb,2009,90 min,"Action, Horror, Sci-Fi","Cuba Gooding Jr.,Ray Winstone,Ron Perlman,Taryn Manning"
2774,Mega Man: Fully Charged,2018,11 min,"Animation, Sci-Fi","Vincent Tong,Ryan Beil,Caitlyn Bairstow,Garry Chalk"
2775,Godzilla vs. Monster Zero,1965,93 min,"Action, Adventure, Sci-Fi","Nick Adams,Akira Takarada,Jun Tazaki,Akira Kubo"
2776,Metalstorm: The Destruction of Jared-Syn,1983,84 min,"Adventure, Sci-Fi, Action","Jeffrey Byron,Michael Preston,Tim Thomerson,Kelly Preston"
2777,Godzilla vs. Biollante,1989,104 min,"Action, Sci-Fi","Kunihiko Mitamura,Yoshiko Tanaka,Masanobu Takashima,Kôji Takahashi"
2778,Dracula vs. Frankenstein,1971,91 min,"Horror, Sci-Fi","J. Carrol Naish,Lon Chaney Jr.,Zandor Vorkov,Anthony Eisley"
2779,It Came from the Desert,2017,90 min,"Action, Adventure, Comedy","Harry Lister Smith,Alex Mills,Vanessa Grasse,Mark Arnold"
2780,Evangelion: 3.0 You Can (Not) Redo,2012,96 min,"Animation, Action, Drama","Megumi Ogata,Megumi Hayashibara,Yûko Miyamura,Maaya Sakamoto"
2781,The Door,2009,103 min,"Drama, Mystery, Sci-Fi","Mads Mikkelsen,Jessica Schwarz,Valeria Eisenbart,Thomas Thieme"
2782,Bill & Ted's Excellent Adventures,1992,30 min,"Comedy, Fantasy, Sci-Fi","Evan Richards,Christopher Kennedy,Danny Breen,Don Lake"
2783,Heaven's Lost Property,2009,,"Animation, Action, Comedy","Jamie Marchi,Brittney Karbowski,Saori Hayami,Terri Doty"
2784,The Strongest Man in the World,1975,92 min,"Comedy, Family, Sci-Fi","Kurt Russell,Joe Flynn,Eve Arden,Cesar Romero"
2785,Infestation,2009,91 min,"Action, Comedy, Horror","Chris Marquette,Brooke Nevin,Kinsey Packard,E. Quincy Sloan"
2786,Mega Shark vs. Giant Octopus,2009,88 min,"Action, Adventure, Comedy","Lorenzo Lamas,Debbie Gibson,Vic Chao,Jonathan Nation"
2787,Arkie,,,"Animation, Adventure, Fantasy","Shailene Woodley,Jai Courtney,Tim Minchin,Andrew Bachelor"
2788,Message from Space,1978,105 min,"Action, Adventure, Sci-Fi","Vic Morrow,Shin'ichi Chiba,Philip Casnoff,Peggy Lee Brennan"
2789,The Super Hero Squad Show,"2009,2011",,"Animation, Action, Comedy","Tom Kenny,David Boat,Steve Blum,Travis Willingham"
2790,The Blob,,,"Horror, Sci-Fi",
2791,The Order: 1886,2015,,"Action, Adventure, Fantasy","Steve West,Alice Coulthard,Graham McTavish,Frederik Hamel"
2792,Robin: The Story of Dick Grayson,2010,24 min,"Short, Sci-Fi","Thomas Andrae,Phil Cousineau,Dan Didio,Paul Levitz"
2793,City in the Sea,1965,84 min,"Adventure, Fantasy, Sci-Fi","Vincent Price,Tab Hunter,David Tomlinson,Susan Hart"
2794,Firebase,2017,27 min,"Short, Horror, Sci-Fi","Steve Boyle,Nic Rhind,Robert Hobbs,Chris William Martin"
2795,Terrahawks,"1983,1986",23 min,"Family, Sci-Fi","Jeremy Hitchen,Denise Bryer,Anne Ridler,Windsor Davies"
2796,Dominion Tank Police,"1988,1989",70 min,"Animation, Action, Comedy","Hiromi Tsuru,Masaaki Ôkura,Yûsaku Yara,Ichirô Nagai"
2797,Contamination,1980,95 min,"Horror, Sci-Fi","Ian McCulloch,Louise Marleau,Marino Masé,Siegfried Rauch"
2798,Lego DC Comics Super Heroes: The Flash,2018,78 min,"Animation, Action, Sci-Fi","James Arnold Taylor,Kate Micucci,Kevin Michael Richardson,Troy Baker"
2799,The Day the Earth Caught Fire,1961,99 min,"Drama, Sci-Fi, Romance","Edward Judd,Janet Munro,Leo McKern,Michael Goodliffe"
2800,Turks in Space,2006,110 min,"Action, Comedy, Sci-Fi","Cüneyt Arkin,Miraç Bayramoglu,Haldun Boysan,Berda Ceyhan"
2801,Son of Flubber,1963,100 min,"Comedy, Sci-Fi, Family","Fred MacMurray,Nancy Olson,Keenan Wynn,Tommy Kirk"
2802,Femalien,1996,89 min,"Romance, Sci-Fi","Jacqueline Lovell,Matt Shue,Kurt Sinclair,Venesa Talor"
2803,The Fantastic Journey,1977,60 min,"Adventure, Sci-Fi","Jared Martin,Carl Franklin,Ike Eisenmann,Katie Saylor"
2804,Screamers: The Hunting,2009,95 min,"Action, Horror, Sci-Fi","Gina Holden,Jana Pallaske,Lance Henriksen,Greg Bryk"
2805,Bermuda Tentacles,2014,89 min,"Action, Adventure, Comedy","Trevor Donovan,Linda Hamilton,Mya,John Savage"
2806,After Last Season,2009,93 min,"Animation, Drama, Sci-Fi","Jason Kulas,Peggy McClellan,Scott Winters,Casey McDougal"
2807,Mind Ripper,1995,108 min,"Horror, Sci-Fi","Lance Henriksen,Claire Stansfield,John Diehl,Natasha Gregson Wagner"
2808,Blue Thunder,1984,60 min,"Action, Crime, Drama","James Farentino,Dana Carvey,Sandy McPeak,Dick Butkus"
2809,Seveneves,,,Sci-Fi,
2810,Son of Frankenstein,1939,99 min,"Drama, Horror, Sci-Fi","Boris Karloff,Basil Rathbone,Bela Lugosi,Lionel Atwill"
2811,Poison,1991,85 min,"Drama, Horror, Romance","Edith Meeks,Larry Maxwell,Susan Norman,Millie White"
2812,Fatherland,1994,106 min,"Drama, Romance, Sci-Fi","Rutger Hauer,Miranda Richardson,Peter Vaughan,Michael Kitchen"
2813,Marvel Rising: Heart of Iron,2019,44 min,"Animation, Action, Sci-Fi","Melanie Minichino,Mick Wingert,Sofia Wylie"
2814,Black Scorpion,1995,92 min,"Action, Crime, Sci-Fi","Ashley Peldon,Rick Rossovich,Michael Wiseman,Bradford Tatum"
2815,Heartbeeps,1981,78 min,"Sci-Fi, Comedy","Andy Kaufman,Bernadette Peters,Randy Quaid,Kenneth McMillan"
2816,Queen of Outer Space,1958,80 min,"Adventure, Fantasy, Sci-Fi","Zsa Zsa Gabor,Eric Fleming,Dave Willock,Laurie Mitchell"
2817,The Invisible Man,"1975,1976",60 min,"Adventure, Sci-Fi","David McCallum,Melinda O. Fee,Craig Stevens,Paul Kent"
2818,Nightmares,1983,99 min,"Horror, Sci-Fi","Cristina Raines,Joe Lambie,Anthony James,Clare Torao"
2819,House of the Dead 2,2005,95 min,"Action, Comedy, Horror","Emmanuelle Vaugier,Ed Quinn,Sticky Fingaz,Steve Monroe"
2820,Sharkansas Women's Prison Massacre,2015,84 min,"Action, Adventure, Comedy","Dominique Swain,Traci Lords,Christine Nguyen,Cindy Lucas"
2821,Night Stalker,2005,60 min,"Crime, Drama, Fantasy","Stuart Townsend,Gabrielle Union,Eric Jungmann,Cotter Smith"
2822,The Creature Below,2016,83 min,"Horror, Sci-Fi","Anna Dawson,Michaela Longden,Daniel Thrace,Johnny Vivash"
2823,Steamboy,2004,126 min,"Animation, Action, Adventure","Anna Paquin,Patrick Stewart,Alfred Molina,Anne Suzuki"
2824,Tekken 7,2015,,"Action, Adventure, Drama","Diego Baldoin,Laura Blanc,Isshin Chiba,Gideon Emery"
2825,Gor II,1988,89 min,"Action, Fantasy, Sci-Fi","Urbano Barberini,Rebecca Ferratti,Jack Palance,Donna Denton"
2826,Neuromancer,,,Sci-Fi,
2827,Vader: A Star Wars Theory Fan Series,2018,16 min,Sci-Fi,"Steven T. Bartlett,Star Wars Theory,Andrew Branch,Jesse Gomez"
2828,Meet the Applegates,1990,90 min,"Comedy, Sci-Fi","Ed Begley Jr.,Stockard Channing,Dabney Coleman,Robert Jayne"
2829,The Giant Spider Invasion,1975,84 min,"Horror, Sci-Fi","Steve Brodie,Barbara Hale,Robert Easton,Leslie Parrish"
2830,LEGO The Incredibles,2018,,"Action, Adventure, Comedy","Maeve Andrews,Jonathan Banks,John Eric Bentley,Jeff Bergman"
2831,The Hunters,2013,85 min,"Adventure, Fantasy, Sci-Fi","Victor Garber,Michelle Forbes,Alexa PenaVega,Robbie Amell"
2832,Destiny 2: Forsaken,2018,,Sci-Fi,"Britt Baron,Ken Boynton,Darin De Paul,John DiMaggio"
2833,Stretch Armstrong & the Flex Fighters,2017,22 min,"Animation, Action, Comedy","Ogie Banks,Scott Menville,Steven Yeun,Wil Wheaton"
2834,Sumuru,2003,94 min,"Adventure, Sci-Fi, Fantasy","Alexandra Kamp,Michael Shanks,Simona Williams,Terence Bridgett"
2835,Helldriver,2010,117 min,"Horror, Sci-Fi","Yumiko Hara,Eihi Shiina,Kazuki Namioka,Yûrei Yanagi"
2836,The Cul De Sac,2016,30 min,"Drama, Mystery, Sci-Fi","Greta Gregory,Molly Leishman,Simon Mead,Flynn Steward"
2837,Black Hollow Cage,2017,105 min,"Drama, Horror, Sci-Fi","Lowena McDonell,Julian Nicholson,Daniel M. Jacobs,Lucy Tillett"
2838,Jem,"1985,1988",22 min,"Animation, Adventure, Drama","Samantha Newark,Patricia Alice Albrecht,Cathianne Blore,Cindy McGee"
2839,Rock & Rule,1983,77 min,"Animation, Fantasy, Music","Don Francks,Gregory Salata,Susan Roman,Samantha Langevin"
2840,Last Hope,2018,24 min,"Animation, Sci-Fi","Robbie Daymond,Beau Billingslea,Xanthe Huynh,Greg Chun"
2841,Beta Test,2016,88 min,"Action, Sci-Fi, Thriller","Manu Bennett,Larenz Tate,Linden Ashby,Kevon Stover"
2842,Space Babes from Outer Space,2017,81 min,"Comedy, Sci-Fi","Ellie Church,Brian Papandrea,Allison Maier,Alyss Winkler"
2843,Bikini Girls on Dinosaur Planet,2005,,"Comedy, Sci-Fi","Erin Brown,Tina Krause,Ruby Larocca,Zoe Moonshine"
2844,Endgame - Bronx lotta finale,1983,98 min,"Action, Sci-Fi","Al Cliver,Laura Gemser,George Eastman,Dino Conti"
2845,40 Days and Nights,2012,86 min,"Action, Adventure, Sci-Fi","Alex Carter,Monica Keena,Alex Arleo,Alex Ball"
2846,Star Blazers,1979,22 min,"Animation, Action, Adventure","Eddie Allen,Michael Bertolini,Amy Howard Wilson,Lydia Leeds"
2847,The Nude Bomb,1980,94 min,"Comedy, Crime, Mystery","Don Adams,Andrea Howard,Sylvia Kristel,Rhonda Fleming"
2848,Mobile Suit Gundam,"1979,1980",30 min,"Animation, Action, Drama","Tôru Furuya,Alaina Burnett,Chris Kalhoon,Michael Kopsa"
2849,Power Rangers Operation Overdrive,2007,22 min,"Action, Adventure, Sci-Fi","James McFay,Caitlin Murphy,Samuell Benta,Rhoda Montemayor"
2850,Speed Racer,"1967,1968",30 min,"Animation, Action, Adventure","Katsuji Mori,Peter Fernandez,Corinne Orr,Jack Grimes"
2851,Godzilla vs. Megalon,1973,78 min,"Action, Adventure, Family","Katsuhiko Sasaki,Hiroyuki Kawase,Yutaka Hayashi,Robert Dunham"
2852,Real Men,1987,85 min,"Action, Comedy, Sci-Fi","Jim Belushi,John Ritter,Barbara Barrie,Bill Morey"
2853,Missions,2017,26 min,Sci-Fi,"Giorgia Sinicorni,Hélène Viviès,Clément Aubert,Mathias Mlekuz"
2854,Shocking Dark,1989,90 min,"Action, Adventure, Horror","Christopher Ahrens,Haven Tyler,Geretta Geretta,Fausto Lombardi"
2855,Airwolf,1984,85 min,"Action, Adventure, Sci-Fi","Jan-Michael Vincent,Ernest Borgnine,Alex Cord,David Hemmings"
2856,Night Visions,2001,43 min,"Fantasy, Horror, Mystery","Henry Rollins,Emily Holmes,Ty Olsson,Dion Luther"
2857,Syn,2017,54 min,"Crime, Mystery, Sci-Fi","Anastasia Baranova,Christina Robinson,Emily Sweet,Tyrus"
2858,Fortress 2,2000,92 min,"Action, Sci-Fi","Christopher Lambert,Beth Toussaint,Willie Garson,Aidan Ostrogovich"
2859,Croc,2007,100 min,"Action, Adventure, Comedy","Michael Madsen,Peter Tuinstra,Sherry Edwards,Elizabeth Healey"
2860,The Call Up,2016,90 min,"Action, Sci-Fi","Max Deacon,Morfydd Clark,Ali Cook,Tom Benedict Knight"
2861,Guyver: Dark Hero,1994,127 min,"Action, Sci-Fi","David Hayter,Kathy Christopherson,Bruno Patrick,Christopher Michael"
2862,Le Dernier Combat (The Last Battle),1983,92 min,Sci-Fi,"Pierre Jolivet,Jean Bouise,Jean Reno,Fritz Wepper"
2863,Mighty Joe Young,1949,84 min,"Adventure, Drama, Fantasy","Terry Moore,Ben Johnson,Robert Armstrong,Mr. Joseph Young"
2864,Eliminators,1986,96 min,"Action, Adventure, Fantasy","Andrew Prine,Denise Crosby,Patrick Reynolds,Conan Lee"
2865,Undead,2003,97 min,"Action, Comedy, Horror","Felicity Mason,Mungo McKay,Rob Jenkins,Lisa Cunningham"
2866,Ark II,"1976,1979",25 min,"Adventure, Family, Sci-Fi","Terry Lester,Jean Marie Hon,José Flores,Moochie"
2867,Taking Earth,2017,100 min,Sci-Fi,"Ronan Quarmby,Brad Richards,Barbara Harrison,Marco Torlage"
2868,So Close,2002,111 min,"Action, Adventure, Comedy","Qi Shu,Wei Zhao,Karen Mok,Seung-heon Song"
2869,Yu-Gi-Oh! Duel Monsters,"2000,2004",,"Animation, Action, Adventure","Dan Green,Amy Birnbaum,Wayne Grayson,Eric Stuart"
2870,Cloudy with a Chance of Meatballs,2017,30 min,"Animation, Comedy, Family","Mark Robert Edwards,Katie Griffin,Seán Cullen,David Berni"
2871,Children of the Whales,2017,24 min,"Animation, Drama, Fantasy","Tony Azzolino,Brian Beacock,Johnny Yong Bosch,Reba Buhr"
2872,Teenagers from Outer Space,1959,86 min,"Horror, Sci-Fi","David Love,Dawn Bender,Bryan Grant,Harvey B. Dunn"
2873,Teenage Caveman,2002,86 min,"Sci-Fi, Thriller, Horror","Andrew Keegan,Tara Subkoff,Richard Hillman,Tiffany Limos"
2874,Frankenstein: The True Story,1973,185 min,"Drama, Horror, Sci-Fi","James Mason,Leonard Whiting,David McCallum,Jane Seymour"
2875,The Man in the White Suit,1951,85 min,"Comedy, Drama, Sci-Fi","Alec Guinness,Joan Greenwood,Cecil Parker,Michael Gough"
2876,Telling Tales,2015,103 min,"Comedy, Fantasy, Romance","Hande Dogandemir,Fatih Artman,Cengiz Bozkurt,Sadi Celil Cengiz"
2877,The Invisible Boy: Second Generation,2018,100 min,"Action, Adventure, Comedy","Ludovico Girardello,Kseniya Rappoport,Galatéa Bellugi,Ivan Franek"
2878,Jake 2.0,"2003,2004",60 min,"Drama, Sci-Fi","Christopher Gorham,Philip Anthony-Rodriguez,Judith Scott,Keegan Connor Tracy"
2879,Late for Dinner,1991,99 min,"Drama, Sci-Fi","Peter Berg,Brian Wimmer,Marcia Gay Harden,Cassy Friel"
2880,Star Citizen,,,"Action, Sci-Fi","Sophie Wu,Eric Wareheim,Gary Oldman,Craig Fairbrass"
2881,Stargate,,,Sci-Fi,
2882,Roswell,1994,91 min,"Drama, Mystery, Sci-Fi","Kyle MacLachlan,Martin Sheen,Dwight Yoakam,Xander Berkeley"
2883,Danger Mouse,"1981,1992",25 min,"Animation, Comedy, Family","David Jason,Terry Scott,Edward Kelsey,Brian Trueman"
2884,The Incredible Hulk,"1996,1998",20 min,"Animation, Action, Adventure","Lou Ferrigno,Neal McDonough,John Vernon,Mark Hamill"
2885,Ra.One,2011,156 min,"Action, Adventure, Sci-Fi","Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,Shahana Goswami"
2886,Flash Gordon,,,"Action, Adventure, Sci-Fi",
2887,Cyberpunk 2077,2019,,"Action, Adventure, Sci-Fi","Cherami Leigh,Jacek Rozenek"
2888,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,105 min,"Action, Adventure, Drama","Chiharu Niiyama,Ryûdô Uzaki,Masahiro Kobayashi,Shirô Sano"
2889,Rim of the World,,,"Adventure, Sci-Fi","Tony Cavalero,Lynn Collins,Michael Beach,Annabeth Gish"
2890,Call of Duty: Ghosts,2013,,"Action, Sci-Fi, Thriller","Brandon Routh,Brian Bloom,Jeffrey Pierce,Kevin Gage"
2891,Men in Black: The Series,"1997,2001",25 min,"Animation, Action, Comedy","Keith Diamond,Charles Napier,Patrick Pinney,Pat Fraley"
2892,San Andreas Quake,2015,84 min,"Action, Adventure, Drama","Jhey Castles,Jason Woods,Grace Van Dien,Elaine Partnow"
2893,The Replacements,"2006,2009",22 min,"Animation, Comedy, Family","Nancy Cartwright,Grey Griffin,Jeff Bennett,Kath Soucie"
2894,Legendary,2013,92 min,"Action, Adventure, Sci-Fi","Scott Adkins,Dolph Lundgren,Yi Huang,Nathan Lee"
2895,Batman & Mr. Freeze: SubZero,1998,70 min,"Animation, Action, Crime","Kevin Conroy,Michael Ansara,Loren Lester,Efrem Zimbalist Jr."
2896,Gandahar,1988,78 min,"Animation, Adventure, Fantasy","Glenn Close,Christopher Plummer,Pierre-Marie Escourrou,Catherine Chevallier"
2897,Space Buddies,2009,84 min,"Adventure, Family, Fantasy","F.T. Anderson,Diedrich Bader,Field Cate,Kendall Cross"
2898,Marvel Avengers Academy,2016,,"Action, Adventure, Comedy","Jesse Adam,Alan Adelberg,Tom Aglio,Charlotte Ann"
2899,Swat Kats: The Radical Squadron,"1993,1995",22 min,"Animation, Action, Family","Barry Gordon,Charlie Adler,Gary Owens,Tress MacNeille"
2900,Underworld,1985,103 min,"Action, Horror, Sci-Fi","Denholm Elliott,Steven Berkoff,Larry Lamb,Nicola Cowper"
2901,Little Joe,,,"Drama, Sci-Fi","Emily Beecham,Ben Whishaw,Lindsay Duncan,Leanne Best"
2902,Blood Lake: Attack of the Killer Lampreys,2014,87 min,"Action, Comedy, Horror","Shannen Doherty,Jason Brooks,Zack Ward,Christopher Lloyd"
2903,Trancers II,1991,85 min,"Action, Sci-Fi","Tim Thomerson,Helen Hunt,Megan Ward,Biff Manard"
2904,The Wave,,,Sci-Fi,"Justin Long,Tommy Flanagan,Sheila Vand,Donald Faison"
2905,Knights,1993,90 min,"Action, Adventure, Sci-Fi","Kathy Long,Kris Kristofferson,Lance Henriksen,Scott Paulin"
2906,World Without End,1956,80 min,"Adventure, Romance, Sci-Fi","Hugh Marlowe,Nancy Gates,Nelson Leigh,Rod Taylor"
2907,Seventeen Again,2000,97 min,"Comedy, Family, Fantasy","Tia Mowry-Hardrict,Tamera Mowry-Housley,Mark Taylor,Tahj Mowry"
2908,Raid on Passion Planet,2018,101 min,Sci-Fi,"Tess Broussard,Shyra Deland,Griffin Drew,Miyoko Fujimori"
2909,Galaxy Lords,2018,96 min,"Fantasy, Sci-Fi","Dan Underhill,Zachary Hart Baker,Von Bilka,Jim Povolo"
2910,Hell,2011,89 min,"Horror, Sci-Fi, Thriller","Lilo Baur,Marco Calamandrei,Lisa Vicari,Lars Eidinger"
2911,Baby: Secret of the Lost Legend,1985,95 min,"Family, Adventure, Sci-Fi","William Katt,Sean Young,Patrick McGoohan,Julian Fellowes"
2912,Puppet Master II,1990,88 min,"Fantasy, Horror, Sci-Fi","Elizabeth Maclellan,Collin Bernsen,Steve Welles,Greg Webb"
2913,Cold Ground,2017,86 min,"Horror, Mystery, Sci-Fi","Doug Rand,Philip Schurer,Gala Besson,Maura Tillay"
2914,Voyage to the End of the Universe,1963,81 min,Sci-Fi,"Zdenek Stepánek,Frantisek Smolík,Dana Medrická,Irena Kacírková"
2915,When Worlds Collide,,,"Action, Drama, Sci-Fi",
2916,Outpost: Black Sun,2012,101 min,"Action, Horror, Sci-Fi","Catherine Steadman,Richard Coyle,Ali Craig,Nick Nevern"
2917,The Garden,2016,14 min,"Short, Fantasy, Mystery","Ginger Eckert,Shruti Ganguly,Heather Hollingsworth,Dmitry Iyudin"
2918,Love,2011,84 min,"Drama, Music, Sci-Fi","Gunner Wright,Corey Richardson,Bradley Horne,Nancy Stelle"
2919,Leonard Part 6,1987,85 min,"Action, Comedy, Sci-Fi","Bill Cosby,Tom Courtenay,Joe Don Baker,Moses Gunn"
2920,Outlast,2013,,"Adventure, Horror, Mystery","Shawn Baichoo,Chimwemwe Miller,Andreas Apergis,Alex Ivanovici"
2921,Lego Batman: The Movie - DC Super Heroes Unite,2013,71 min,"Animation, Action, Adventure","Clancy Brown,Troy Baker,Christopher Corey Smith,Charlie Schlatter"
2922,Spider-Man 2,2004,,"Action, Adventure, Crime","Tobey Maguire,Kirsten Dunst,Alfred Molina,Holly Fields"
2923,Sonic the Hedgehog: The Movie,1996,60 min,"Animation, Action, Adventure","Martin Burke,Lainie Frasier,Bill Wise,Edwin Neal"
2924,The Killer Shrews,1959,69 min,"Horror, Sci-Fi","James Best,Ingrid Goude,Ken Curtis,Gordon McLendon"
2925,Bee and PuppyCat,2013,7 min,"Animation, Adventure, Comedy","Allyn Rachel,Kent Osborne,Alexander James Rodriguez,Alexander Rodriguez"
2926,G-Loc,,,Sci-Fi,"Stephen Moyer,Tala Gouveia,Casper Van Dien,Emily Haigh"
2927,Automata,2017,58 min,"Drama, Mystery, Sci-Fi","Basil Harris,Doug Jones,Dylan Smith,Jen Taylor"
2928,Daybreak,1993,91 min,"Action, Drama, Romance","Moira Kelly,Cuba Gooding Jr.,Martha Plimpton,Omar Epps"
2929,Komodo,1999,90 min,"Horror, Sci-Fi, Thriller","Jill Hennessy,Billy Burke,Kevin Zegers,Paul Gleeson"
2930,Lego Marvel Super Heroes 2,2017,,"Action, Adventure, Fantasy","Albert Welling,Alexander Mercury,Alexis Rodney,Amir El-Masry"
2931,Futurama: Into the Wild Green Yonder,2009,89 min,"Animation, Comedy, Sci-Fi","Billy West,Katey Sagal,John DiMaggio,Tress MacNeille"
2932,Metal Gear Solid 4: Guns of the Patriots,2008,,"Action, Adventure, Drama","David Hayter,Josh Keaton,Peter Lurie,Paul Eiding"
2933,Destroy All Monsters,1968,88 min,"Action, Horror, Sci-Fi","Akira Kubo,Jun Tazaki,Yukiko Kobayashi,Yoshio Tsuchiya"
2934,Godzilla vs. Mechagodzilla II,1993,105 min,"Action, Adventure, Drama","Masahiro Takashima,Ryoko Sano,Megumi Odaka,Yûsuke Kawazu"
2935,Intruders,1992,163 min,"Biography, Horror, Mystery","Richard Crenna,Mare Winningham,Susan Blakely,Daphne Ashbrook"
2936,Some Time Later,2018,95 min,"Comedy, Sci-Fi","Roberto Álamo,Blanca Suárez,Iñaki Ardanaz,Carlos Areces"
2937,Hellboy Animated: Sword of Storms,2006,77 min,"Animation, Action, Adventure","Ron Perlman,Selma Blair,Doug Jones,Peri Gilpin"
2938,Bionic Showdown: The Six Million Dollar Man and the Bionic Woman,1989,96 min,"Action, Sci-Fi","Lindsay Wagner,Lee Majors,Richard Anderson,Sandra Bullock"
2939,The Mask,"1995,1997",30 min,"Animation, Action, Adventure","Rob Paulsen,Frank Welker,Jim Cummings,Neil Ross"
2940,The Sinister Six,,,Sci-Fi,
2941,Deep Space 69,2012,,"Animation, Comedy, Sci-Fi",
2942,Shakma,1990,100 min,"Horror, Sci-Fi, Thriller","Christopher Atkins,Amanda Wyss,Ari Meyers,Roddy McDowall"
2943,Mamaboy,2016,124 min,"Comedy, Drama, Family","Sean O'Donnell,Alexandria DeBerry,Gary Busey,Stephen Tobolowsky"
2944,Uncanny,2015,91 min,"Drama, Sci-Fi, Thriller","Mark Webber,Lucy Griffiths,David Clayton Rogers,Rainn Wilson"
2945,Outlaw Star,1998,650 min,"Animation, Action, Adventure","Ayako Kawasumi,Bob Buchholz,Bridget Hoffman,Emilie de Azevedo Brown"
2946,Duck Dodgers,"2003,2005",30 min,"Animation, Action, Adventure","Joe Alaskey,Bob Bergen,Richard McGonagle,Michael Dorn"
2947,Food of the Gods II,1989,91 min,"Sci-Fi, Horror","Paul Coufos,Lisa Schrage,Réal Andrews,Stuart Hughes"
2948,Birdboy: The Forgotten Children,2015,76 min,"Animation, Drama, Horror","Andrea Alzuri,Eva Ojanguren,Josu Cubero,Félix Arcarazo"
2949,Log Horizon,"2013,2015",25 min,"Animation, Action, Adventure","Mike Yager,Jôji Nakata,Jovan Jackson,Takuma Terashima"
2950,Battle of the Damned,2013,88 min,"Action, Adventure, Horror","Dolph Lundgren,Melanie Zanetti,Matt Doran,David Field"
2951,Spiders,2000,94 min,"Horror, Sci-Fi, Thriller","Lana Parrilla,Josh Green,Oliver Macready,Nick Swarts"
2952,I Remember You,2015,86 min,"Drama, Romance, Sci-Fi","Stefanie Butler,Joe Egender,Jordan Monaghan,Billy Evans"
2953,Riverworld,2003,86 min,"Fantasy, Sci-Fi","Brad Johnson,Karen Holness,Emily Lloyd,Jeremy Birchall"
2954,"Ghidorah, the Three-Headed Monster",1964,85 min,"Action, Adventure, Fantasy","Yôsuke Natsuki,Yuriko Hoshi,Hiroshi Koizumi,Akiko Wakabayashi"
2955,Iron Man,"1994,1996",30 min,"Animation, Action, Adventure","Robert Hays,John Reilly,Jim Cummings,Dorian Harewood"
2956,Otherworld,1985,60 min,"Action, Adventure, Fantasy","Sam Groom,Gretchen Corbett,Tony O'Dell,Jonna Lee"
2957,Star Trek Equinox: The Night of Time,,48 min,Sci-Fi,"Gary Lockwood,John Savage,Cindy Pickett,Samantha Lockwood"
2958,The Powers of Matthew Star,"1982,1983",60 min,"Adventure, Sci-Fi","Peter Barton,Louis Gossett Jr.,Amy Steel,James Karen"
